Sample in Buffer,Sample in Window,TRIGGER,top_i/PolarityShift_0_doubleOut[1:0],top_i/dds_compiler_1_m_axis_data_tdata[15:0],top_i/mult_gen_1_P[18:0]
985,985,0,1,-8190,-8190
986,986,0,1,-6,6
987,987,0,1,8190,8190
988,988,0,1,6,-6
989,989,0,1,-8190,-8190
990,990,0,1,-6,-6
991,991,0,1,8190,8190
992,992,0,1,6,6
993,993,0,1,-8190,-8190
994,994,0,1,-6,-6
995,995,0,1,8190,8190
996,996,0,1,6,6
997,997,0,1,-8190,-8190
998,998,0,1,-6,-6
999,999,0,1,8190,8190
1000,1000,0,1,6,6
1001,1001,0,1,-8190,-8190
1002,1002,0,1,-6,-6
1003,1003,0,1,8190,8190
1004,1004,0,1,-6,6
1005,1005,0,1,-8190,-8190
1006,1006,0,1,-6,-6
1007,1007,0,1,8190,8190
1008,1008,0,1,6,-6
1009,1009,0,1,-8190,-8190
1010,1010,0,1,-6,-6
1011,1011,0,1,8190,8190
1012,1012,0,1,-6,6
1013,1013,0,1,-8190,-8190
1014,1014,0,1,-6,-6
1015,1015,0,1,8190,8190
1016,1016,0,1,6,-6
1017,1017,0,1,-8190,-8190
1018,1018,0,1,6,-6
1019,1019,0,1,8190,8190
1020,1020,0,1,6,6
1021,1021,0,1,-8190,-8190
1022,1022,0,1,-6,6
1023,1023,0,1,8190,8190
1024,1024,0,1,6,6
1025,1025,0,1,-8190,-8190
1026,1026,0,1,6,-6
1027,1027,0,1,8190,8190
1028,1028,0,1,-6,6
1029,1029,0,1,-8190,-8190
1030,1030,0,1,6,6
1031,1031,0,1,8190,8190
1032,1032,0,1,6,-6
1033,1033,0,1,-8190,-8190
1034,1034,0,1,-6,6
1035,1035,0,1,8190,8190
1036,1036,0,1,6,6
1037,1037,0,1,-8190,-8190
1038,1038,0,1,6,-6
1039,1039,0,1,8190,8190
1040,1040,0,1,6,6
1041,1041,0,1,-8190,-8190
1042,1042,0,1,6,6
1043,1043,0,1,8190,8190
1044,1044,0,1,6,6
1045,1045,0,1,-8190,-8190
1046,1046,0,1,6,6
1047,1047,0,1,8190,8190
1048,1048,0,1,6,6
1049,1049,0,1,-8190,-8190
1050,1050,0,1,6,6
1051,1051,0,1,8190,8190
1052,1052,0,1,6,6
1053,1053,0,1,-8190,-8190
1054,1054,0,1,6,6
1055,1055,0,1,8190,8190
1056,1056,0,1,-6,6
1057,1057,0,1,-8190,-8190
1058,1058,0,1,6,6
1059,1059,0,1,8190,8190
1060,1060,0,1,-6,-6
1061,1061,0,1,-8190,-8190
1062,1062,0,1,-6,6
1063,1063,0,1,8190,8190
1064,1064,0,1,-6,-6
1065,1065,0,1,-8190,-8190
1066,1066,0,1,-6,-6
1067,1067,0,1,8190,8190
1068,1068,0,1,6,-6
1069,1069,0,1,-8190,-8190
1070,1070,0,1,6,-6
1071,1071,0,1,8190,8190
1072,1072,0,1,-6,6
1073,1073,0,1,-8190,-8190
1074,1074,0,1,-6,6
1075,1075,0,1,8190,8190
1076,1076,0,1,-6,-6
1077,1077,0,1,-8190,-8190
1078,1078,0,1,-6,-6
1079,1079,0,1,8190,8190
1080,1080,0,1,-6,-6
1081,1081,0,1,-8190,-8190
1082,1082,0,1,6,-6
1083,1083,0,1,8190,8190
1084,1084,0,1,-6,-6
1085,1085,0,1,-8190,-8190
1086,1086,0,1,-6,6
1087,1087,0,1,8190,8190
1088,1088,0,1,-6,-6
1089,1089,0,1,-8190,-8190
1090,1090,0,1,-6,-6
1091,1091,0,1,8190,8190
1092,1092,0,1,-6,-6
1093,1093,0,1,-8190,-8190
1094,1094,0,1,-6,-6
1095,1095,0,1,8190,8190
1096,1096,0,1,-6,-6
1097,1097,0,1,-8190,-8190
1098,1098,0,1,6,-6
1099,1099,0,1,8190,8190
1100,1100,0,1,6,-6
1101,1101,0,1,-8190,-8190
1102,1102,0,1,-6,6
1103,1103,0,1,8190,8190
1104,1104,0,1,6,6
1105,1105,0,1,-8190,-8190
1106,1106,0,1,6,-6
1107,1107,0,1,8190,8190
1108,1108,0,1,-6,6
1109,1109,0,1,-8190,-8190
1110,1110,0,1,-6,6
1111,1111,0,1,8190,8190
1112,1112,0,1,6,-6
1113,1113,0,1,-8190,-8190
1114,1114,0,1,6,-6
1115,1115,0,1,8190,8190
1116,1116,0,1,-6,6
1117,1117,0,1,-8190,-8190
1118,1118,0,1,6,6
1119,1119,0,1,8190,8190
1120,1120,0,1,6,-6
1121,1121,0,1,-8190,-8190
1122,1122,0,1,-6,6
1123,1123,0,1,8190,8190
1124,1124,0,1,-6,6
1125,1125,0,1,-8190,-8190
1126,1126,0,1,-6,-6
1127,1127,0,1,8190,8190
1128,1128,0,1,6,-6
1129,1129,0,1,-8190,-8190
1130,1130,0,1,-6,-6
1131,1131,0,1,8190,8190
1132,1132,0,1,-6,6
1133,1133,0,1,-8190,-8190
1134,1134,0,1,6,-6
1135,1135,0,1,8190,8190
1136,1136,0,1,-6,-6
1137,1137,0,1,-8190,-8190
1138,1138,0,1,6,6
1139,1139,0,1,8190,8190
1140,1140,0,1,-6,-6
1141,1141,0,1,-8190,-8190
1142,1142,0,1,-6,6
1143,1143,0,1,8190,8190
1144,1144,0,1,6,-6
1145,1145,0,1,-8190,-8190
1146,1146,0,1,6,-6
1147,1147,0,1,8190,8190
1148,1148,0,1,-6,6
1149,1149,0,1,-8190,-8190
1150,1150,0,1,6,6
1151,1151,0,1,8190,8190
1152,1152,0,1,6,-6
1153,1153,0,1,-8190,-8190
1154,1154,0,1,6,6
1155,1155,0,1,8190,8190
1156,1156,0,1,6,6
1157,1157,0,1,-8190,-8190
1158,1158,0,1,-6,6
1159,1159,0,1,8190,8190
1160,1160,0,1,-6,6
1161,1161,0,1,-8190,-8190
1162,1162,0,1,6,-6
1163,1163,0,1,8190,8190
1164,1164,0,1,6,-6
1165,1165,0,1,-8190,-8190
1166,1166,0,1,-6,6
1167,1167,0,1,8190,8190
1168,1168,0,1,6,6
1169,1169,0,1,-8190,-8190
1170,1170,0,1,6,-6
1171,1171,0,1,8190,8190
1172,1172,0,1,-6,6
1173,1173,0,1,-8190,-8190
1174,1174,0,1,-6,6
1175,1175,0,1,8190,8190
1176,1176,0,1,6,-6
1177,1177,0,1,-8190,-8190
1178,1178,0,1,6,-6
1179,1179,0,1,8190,8190
1180,1180,0,1,-6,6
1181,1181,0,1,-8190,-8190
1182,1182,0,1,-6,6
1183,1183,0,1,8190,8190
1184,1184,0,1,6,-6
1185,1185,0,1,-8190,-8190
1186,1186,0,1,6,-6
1187,1187,0,1,8190,8190
1188,1188,0,1,6,6
1189,1189,0,1,-8190,-8190
1190,1190,0,1,6,6
1191,1191,0,1,8190,8190
1192,1192,0,1,-6,6
1193,1193,0,1,-8190,-8190
1194,1194,0,1,-6,6
1195,1195,0,1,8190,8190
1196,1196,0,1,-6,-6
1197,1197,0,1,-8190,-8190
1198,1198,0,1,-6,-6
1199,1199,0,1,8190,8190
1200,1200,0,1,-6,-6
1201,1201,0,1,-8190,-8190
1202,1202,0,1,-6,-6
1203,1203,0,1,8190,8190
1204,1204,0,1,-6,-6
1205,1205,0,1,-8190,-8190
1206,1206,0,1,6,-6
1207,1207,0,1,8190,8190
1208,1208,0,1,-6,-6
1209,1209,0,1,-8190,-8190
1210,1210,0,1,-6,6
1211,1211,0,1,8190,8190
1212,1212,0,1,-6,-6
1213,1213,0,1,-8190,-8190
1214,1214,0,1,-6,-6
1215,1215,0,1,8190,8190
1216,1216,0,1,-6,-6
1217,1217,0,1,-8190,-8190
1218,1218,0,1,-6,-6
1219,1219,0,1,8190,8190
1220,1220,0,1,-6,-6
1221,1221,0,1,-8190,-8190
1222,1222,0,1,-6,-6
1223,1223,0,1,8190,8190
1224,1224,0,1,-6,-6
1225,1225,0,1,-8190,-8190
1226,1226,0,1,6,-6
1227,1227,0,1,8190,8190
1228,1228,0,1,-6,-6
1229,1229,0,1,-8190,-8190
1230,1230,0,1,-6,6
1231,1231,0,1,8190,8190
1232,1232,0,1,-6,-6
1233,1233,0,1,-8190,-8190
1234,1234,0,1,-6,-6
1235,1235,0,1,8190,8190
1236,1236,0,1,6,-6
1237,1237,0,1,-8190,-8190
1238,1238,0,1,-6,-6
1239,1239,0,1,8190,8190
1240,1240,0,1,6,6
1241,1241,0,1,-8190,-8190
1242,1242,0,1,-6,-6
1243,1243,0,1,8190,8190
1244,1244,0,1,6,6
1245,1245,0,1,-8190,-8190
1246,1246,0,1,-6,-6
1247,1247,0,1,8190,8190
1248,1248,0,1,-6,6
1249,1249,0,1,-8190,-8190
1250,1250,0,1,-6,-6
1251,1251,0,1,8190,8190
1252,1252,0,1,6,-6
1253,1253,0,1,-8190,-8190
1254,1254,0,1,-6,-6
1255,1255,0,1,8190,8190
1256,1256,0,1,-6,6
1257,1257,0,1,-8190,-8190
1258,1258,0,1,6,-6
1259,1259,0,1,8190,8190
1260,1260,0,1,-6,-6
1261,1261,0,1,-8190,-8190
1262,1262,0,1,6,6
1263,1263,0,1,8190,8190
1264,1264,0,1,6,-6
1265,1265,0,1,-8190,-8190
1266,1266,0,1,-6,6
1267,1267,0,1,8190,8190
1268,1268,0,1,-6,6
1269,1269,0,1,-8190,-8190
1270,1270,0,1,6,-6
1271,1271,0,1,8190,8190
1272,1272,0,1,-6,-6
1273,1273,0,1,-8190,-8190
1274,1274,0,1,-6,6
1275,1275,0,1,8190,8190
1276,1276,0,1,-6,-6
1277,1277,0,1,-8190,-8190
1278,1278,0,1,-6,-6
1279,1279,0,1,8190,8190
1280,1280,0,1,-6,-6
1281,1281,0,1,-8190,-8190
1282,1282,0,1,-6,-6
1283,1283,0,1,8190,8190
1284,1284,0,1,6,-6
1285,1285,0,1,-8190,-8190
1286,1286,0,1,-6,-6
1287,1287,0,1,8190,8190
1288,1288,0,1,6,6
1289,1289,0,1,-8190,-8190
1290,1290,0,1,6,-6
1291,1291,0,1,8190,8190
1292,1292,0,1,-6,6
1293,1293,0,1,-8190,-8190
1294,1294,0,1,6,6
1295,1295,0,1,8190,8190
1296,1296,0,1,-6,-6
1297,1297,0,1,-8190,-8190
1298,1298,0,1,6,6
1299,1299,0,1,8190,8190
1300,1300,0,1,6,-6
1301,1301,0,1,-8190,-8190
1302,1302,0,1,-6,6
1303,1303,0,1,8190,8190
1304,1304,0,1,-6,6
1305,1305,0,1,-8190,-8190
1306,1306,0,1,6,-6
1307,1307,0,1,8190,8190
1308,1308,0,1,6,-6
1309,1309,0,1,-8190,-8190
1310,1310,0,1,6,6
1311,1311,0,1,8190,8190
1312,1312,0,1,-6,6
1313,1313,0,1,-8190,-8190
1314,1314,0,1,-6,6
1315,1315,0,1,8190,8190
1316,1316,0,1,-6,-6
1317,1317,0,1,-8190,-8190
1318,1318,0,1,-6,-6
1319,1319,0,1,8190,8190
1320,1320,0,1,-6,-6
1321,1321,0,1,-8190,-8190
1322,1322,0,1,-6,-6
1323,1323,0,1,8190,8190
1324,1324,0,1,-6,-6
1325,1325,0,1,-8190,-8190
1326,1326,0,1,6,-6
1327,1327,0,1,8190,8190
1328,1328,0,1,-6,-6
1329,1329,0,1,-8190,-8190
1330,1330,0,1,-6,6
1331,1331,0,1,8190,8190
1332,1332,0,1,6,-6
1333,1333,0,1,-8190,-8190
1334,1334,0,1,-6,-6
1335,1335,0,1,8190,8190
1336,1336,0,1,6,6
1337,1337,0,1,-8190,-8190
1338,1338,0,1,-6,-6
1339,1339,0,1,8190,8190
1340,1340,0,1,6,6
1341,1341,0,1,-8190,-8190
1342,1342,0,1,-6,-6
1343,1343,0,1,8190,8190
1344,1344,0,1,-6,6
1345,1345,0,1,-8190,-8190
1346,1346,0,1,6,-6
1347,1347,0,1,8190,8190
1348,1348,0,1,6,-6
1349,1349,0,1,-8190,-8190
1350,1350,0,1,-6,6
1351,1351,0,1,8190,8190
1352,1352,0,1,6,6
1353,1353,0,1,-8190,-8190
1354,1354,0,1,6,-6
1355,1355,0,1,8190,8190
1356,1356,0,1,-6,6
1357,1357,0,1,-8190,-8190
1358,1358,0,1,-6,6
1359,1359,0,1,8190,8190
1360,1360,0,1,6,-6
1361,1361,0,1,-8190,-8190
1362,1362,0,1,-6,-6
1363,1363,0,1,8190,8190
1364,1364,0,1,-6,6
1365,1365,0,1,-8190,-8190
1366,1366,0,1,6,-6
1367,1367,0,1,8190,8190
1368,1368,0,1,-6,-6
1369,1369,0,1,-8190,-8190
1370,1370,0,1,-6,6
1371,1371,0,1,8190,8190
1372,1372,0,1,6,-6
1373,1373,0,1,-8190,-8190
1374,1374,0,1,-6,-6
1375,1375,0,1,8190,8190
1376,1376,0,1,-6,6
1377,1377,0,1,-8190,-8190
1378,1378,0,1,6,-6
1379,1379,0,1,8190,8190
1380,1380,0,1,-6,-6
1381,1381,0,1,-8190,-8190
1382,1382,0,1,6,6
1383,1383,0,1,8190,8190
1384,1384,0,1,-6,-6
1385,1385,0,1,-8190,-8190
1386,1386,0,1,6,6
1387,1387,0,1,8190,8190
1388,1388,0,1,-6,-6
1389,1389,0,1,-8190,-8190
1390,1390,0,1,6,6
1391,1391,0,1,8190,8190
1392,1392,0,1,-6,-6
1393,1393,0,1,-8190,-8190
1394,1394,0,1,-6,6
1395,1395,0,1,8190,8190
1396,1396,0,1,-6,-6
1397,1397,0,1,-8190,-8190
1398,1398,0,1,-6,-6
1399,1399,0,1,8190,8190
1400,1400,0,1,-6,-6
1401,1401,0,1,-8190,-8190
1402,1402,0,1,-6,-6
1403,1403,0,1,8190,8190
1404,1404,0,1,6,-6
1405,1405,0,1,-8190,-8190
1406,1406,0,1,6,-6
1407,1407,0,1,8190,8190
1408,1408,0,1,-6,6
1409,1409,0,1,-8190,-8190
1410,1410,0,1,-6,6
1411,1411,0,1,8190,8190
1412,1412,0,1,6,-6
1413,1413,0,1,-8190,-8190
1414,1414,0,1,6,-6
1415,1415,0,1,8190,8190
1416,1416,0,1,-6,6
1417,1417,0,1,-8190,-8190
1418,1418,0,1,6,6
1419,1419,0,1,8190,8190
1420,1420,0,1,-6,-6
1421,1421,0,1,-8190,-8190
1422,1422,0,1,-6,6
1423,1423,0,1,8190,8190
1424,1424,0,1,6,-6
1425,1425,0,1,-8190,-8190
1426,1426,0,1,-6,-6
1427,1427,0,1,8190,8190
1428,1428,0,1,6,6
1429,1429,0,1,-8190,-8190
1430,1430,0,1,-6,-6
1431,1431,0,1,8190,8190
1432,1432,0,1,-6,6
1433,1433,0,1,-8190,-8190
1434,1434,0,1,-6,-6
1435,1435,0,1,8190,8190
1436,1436,0,1,-6,-6
1437,1437,0,1,-8190,-8190
1438,1438,0,1,6,-6
1439,1439,0,1,8190,8190
1440,1440,0,1,6,-6
1441,1441,0,1,-8190,-8190
1442,1442,0,1,6,6
1443,1443,0,1,8190,8190
1444,1444,0,1,6,6
1445,1445,0,1,-8190,-8190
1446,1446,0,1,6,6
1447,1447,0,1,8190,8190
1448,1448,0,1,-6,6
1449,1449,0,1,-8190,-8190
1450,1450,0,1,6,6
1451,1451,0,1,8190,8190
1452,1452,0,1,6,-6
1453,1453,0,1,-8190,-8190
1454,1454,0,1,6,6
1455,1455,0,1,8190,8190
1456,1456,0,1,-6,6
1457,1457,0,1,-8190,-8190
1458,1458,0,1,6,6
1459,1459,0,1,8190,8190
1460,1460,0,1,-6,-6
1461,1461,0,1,-8190,-8190
1462,1462,0,1,-6,6
1463,1463,0,1,8190,8190
1464,1464,0,1,-6,-6
1465,1465,0,1,-8190,-8190
1466,1466,0,1,6,-6
1467,1467,0,1,8190,8190
1468,1468,0,1,-6,-6
1469,1469,0,1,-8190,-8190
1470,1470,0,1,-6,6
1471,1471,0,1,8190,8190
1472,1472,0,1,6,-6
1473,1473,0,1,-8190,-8190
1474,1474,0,1,6,-6
1475,1475,0,1,8190,8190
1476,1476,0,1,-6,6
1477,1477,0,1,-8190,-8190
1478,1478,0,1,-6,6
1479,1479,0,1,8190,8190
1480,1480,0,1,-6,-6
1481,1481,0,1,-8190,-8190
1482,1482,0,1,-6,-6
1483,1483,0,1,8190,8190
1484,1484,0,1,-6,-6
1485,1485,0,1,-8190,-8190
1486,1486,0,1,6,-6
1487,1487,0,1,8190,8190
1488,1488,0,1,-6,-6
1489,1489,0,1,-8190,-8190
1490,1490,0,1,-6,6
1491,1491,0,1,8190,8190
1492,1492,0,1,-6,-6
1493,1493,0,1,-8190,-8190
1494,1494,0,1,-6,-6
1495,1495,0,1,8190,8190
1496,1496,0,1,-6,-6
1497,1497,0,1,-8190,-8190
1498,1498,0,1,6,-6
1499,1499,0,1,8190,8190
1500,1500,0,1,-6,-6
1501,1501,0,1,-8190,-8190
1502,1502,0,1,-6,6
1503,1503,0,1,8190,8190
1504,1504,0,1,6,-6
1505,1505,0,1,-8190,-8190
1506,1506,0,1,-6,-6
1507,1507,0,1,8190,8190
1508,1508,0,1,6,6
1509,1509,0,1,-8190,-8190
1510,1510,0,1,6,-6
1511,1511,0,1,8190,8190
1512,1512,0,1,-6,6
1513,1513,0,1,-8190,-8190
1514,1514,0,1,6,6
1515,1515,0,1,8190,8190
1516,1516,0,1,6,-6
1517,1517,0,1,-8190,-8190
1518,1518,0,1,-6,6
1519,1519,0,1,8190,8190
1520,1520,0,1,6,6
1521,1521,0,1,-8190,-8190
1522,1522,0,1,6,-6
1523,1523,0,1,8190,8190
1524,1524,0,1,6,6
1525,1525,0,1,-8190,-8190
1526,1526,0,1,-6,6
1527,1527,0,1,8190,8190
1528,1528,0,1,6,6
1529,1529,0,1,-8190,-8190
1530,1530,0,1,6,-6
1531,1531,0,1,8190,8190
1532,1532,0,1,6,6
1533,1533,0,1,-8190,-8190
1534,1534,0,1,-6,6
1535,1535,0,1,8190,8190
1536,1536,0,1,-6,6
1537,1537,0,1,-8190,-8190
1538,1538,0,1,-6,-6
1539,1539,0,1,8190,8190
1540,1540,0,1,-6,-6
1541,1541,0,1,-8190,-8190
1542,1542,0,1,-6,-6
1543,1543,0,1,8190,8190
1544,1544,0,1,-6,-6
1545,1545,0,1,-8190,-8190
1546,1546,0,1,-6,-6
1547,1547,0,1,8190,8190
1548,1548,0,1,6,-6
1549,1549,0,1,-8190,-8190
1550,1550,0,1,6,-6
1551,1551,0,1,8190,8190
1552,1552,0,1,6,6
1553,1553,0,1,-8190,-8190
1554,1554,0,1,-6,6
1555,1555,0,1,8190,8190
1556,1556,0,1,6,6
1557,1557,0,1,-8190,-8190
1558,1558,0,1,-6,-6
1559,1559,0,1,8190,8190
1560,1560,0,1,-6,6
1561,1561,0,1,-8190,-8190
1562,1562,0,1,-6,-6
1563,1563,0,1,8190,8190
1564,1564,0,1,6,-6
1565,1565,0,1,-8190,-8190
1566,1566,0,1,-6,-6
1567,1567,0,1,8190,8190
1568,1568,0,1,6,6
1569,1569,0,1,-8190,-8190
1570,1570,0,1,6,-6
1571,1571,0,1,8190,8190
1572,1572,0,1,6,6
1573,1573,0,1,-8190,-8190
1574,1574,0,1,-6,6
1575,1575,0,1,8190,8190
1576,1576,0,1,-6,6
1577,1577,0,1,-8190,-8190
1578,1578,0,1,-6,-6
1579,1579,0,1,8190,8190
1580,1580,0,1,-6,-6
1581,1581,0,1,-8190,-8190
1582,1582,0,1,6,-6
1583,1583,0,1,8190,8190
1584,1584,0,1,6,-6
1585,1585,0,1,-8190,-8190
1586,1586,0,1,6,6
1587,1587,0,1,8190,8190
1588,1588,0,1,6,6
1589,1589,0,1,-8190,-8190
1590,1590,0,1,-6,6
1591,1591,0,1,8190,8190
1592,1592,0,1,6,6
1593,1593,0,1,-8190,-8190
1594,1594,0,1,-6,-6
1595,1595,0,1,8190,8190
1596,1596,0,1,-6,6
1597,1597,0,1,-8190,-8190
1598,1598,0,1,-6,-6
1599,1599,0,1,8190,8190
1600,1600,0,1,6,-6
1601,1601,0,1,-8190,-8190
1602,1602,0,1,6,-6
1603,1603,0,1,8190,8190
1604,1604,0,1,-6,6
1605,1605,0,1,-8190,-8190
1606,1606,0,1,-6,6
1607,1607,0,1,8190,8190
1608,1608,0,1,6,-6
1609,1609,0,1,-8190,-8190
1610,1610,0,1,-6,-6
1611,1611,0,1,8190,8190
1612,1612,0,1,-6,6
1613,1613,0,1,-8190,-8190
1614,1614,0,1,-6,-6
1615,1615,0,1,8190,8190
1616,1616,0,1,-6,-6
1617,1617,0,1,-8190,-8190
1618,1618,0,1,6,-6
1619,1619,0,1,8190,8190
1620,1620,0,1,-6,-6
1621,1621,0,1,-8190,-8190
1622,1622,0,1,-6,6
1623,1623,0,1,8190,8190
1624,1624,0,1,-6,-6
1625,1625,0,1,-8190,-8190
1626,1626,0,1,6,-6
1627,1627,0,1,8190,8190
1628,1628,0,1,6,-6
1629,1629,0,1,-8190,-8190
1630,1630,0,1,6,6
1631,1631,0,1,8190,8190
1632,1632,0,1,6,6
1633,1633,0,1,-8190,-8190
1634,1634,0,1,-6,6
1635,1635,0,1,8190,8190
1636,1636,0,1,-6,6
1637,1637,0,1,-8190,-8190
1638,1638,0,1,6,-6
1639,1639,0,1,8190,8190
1640,1640,0,1,-6,-6
1641,1641,0,1,-8190,-8190
1642,1642,0,1,6,6
1643,1643,0,1,8190,8190
1644,1644,0,1,-6,-6
1645,1645,0,1,-8190,-8190
1646,1646,0,1,6,6
1647,1647,0,1,8190,8190
1648,1648,0,1,6,-6
1649,1649,0,1,-8190,-8190
1650,1650,0,1,6,6
1651,1651,0,1,8190,8190
1652,1652,0,1,6,6
1653,1653,0,1,-8190,-8190
1654,1654,0,1,-6,6
1655,1655,0,1,8190,8190
1656,1656,0,1,-6,6
1657,1657,0,1,-8190,-8190
1658,1658,0,1,-6,-6
1659,1659,0,1,8190,8190
1660,1660,0,1,-6,-6
1661,1661,0,1,-8190,-8190
1662,1662,0,1,-6,-6
1663,1663,0,1,8190,8190
1664,1664,0,1,6,-6
1665,1665,0,1,-8190,-8190
1666,1666,0,1,-6,-6
1667,1667,0,1,8190,8190
1668,1668,0,1,6,6
1669,1669,0,1,-8190,-8190
1670,1670,0,1,6,-6
1671,1671,0,1,8190,8190
1672,1672,0,1,6,6
1673,1673,0,1,-8190,-8190
1674,1674,0,1,6,6
1675,1675,0,1,8190,8190
1676,1676,0,1,-6,6
1677,1677,0,1,-8190,-8190
1678,1678,0,1,-6,6
1679,1679,0,1,8190,8190
1680,1680,0,1,-6,-6
1681,1681,0,1,-8190,-8190
1682,1682,0,1,6,-6
1683,1683,0,1,8190,8190
1684,1684,0,1,6,-6
1685,1685,0,1,-8190,-8190
1686,1686,0,1,6,6
1687,1687,0,1,8190,8190
1688,1688,0,1,6,6
1689,1689,0,1,-8190,-8190
1690,1690,0,1,6,6
1691,1691,0,1,8190,8190
1692,1692,0,1,-6,6
1693,1693,0,1,-8190,-8190
1694,1694,0,1,-6,6
1695,1695,0,1,8190,8190
1696,1696,0,1,6,-6
1697,1697,0,1,-8190,-8190
1698,1698,0,1,-6,-6
1699,1699,0,1,8190,8190
1700,1700,0,1,-6,6
1701,1701,0,1,-8190,-8190
1702,1702,0,1,6,-6
1703,1703,0,1,8190,8190
1704,1704,0,1,-6,-6
1705,1705,0,1,-8190,-8190
1706,1706,0,1,6,6
1707,1707,0,1,8190,8190
1708,1708,0,1,-6,-6
1709,1709,0,1,-8190,-8190
1710,1710,0,1,6,6
1711,1711,0,1,8190,8190
1712,1712,0,1,-6,-6
1713,1713,0,1,-8190,-8190
1714,1714,0,1,6,6
1715,1715,0,1,8190,8190
1716,1716,0,1,-6,-6
1717,1717,0,1,-8190,-8190
1718,1718,0,1,6,6
1719,1719,0,1,8190,8190
1720,1720,0,1,-6,-6
1721,1721,0,1,-8190,-8190
1722,1722,0,1,6,6
1723,1723,0,1,8190,8190
1724,1724,0,1,6,-6
1725,1725,0,1,-8190,-8190
1726,1726,0,1,-6,6
1727,1727,0,1,8190,8190
1728,1728,0,1,6,6
1729,1729,0,1,-8190,-8190
1730,1730,0,1,6,-6
1731,1731,0,1,8190,8190
1732,1732,0,1,-6,6
1733,1733,0,1,-8190,-8190
1734,1734,0,1,6,6
1735,1735,0,1,8190,8190
1736,1736,0,1,6,-6
1737,1737,0,1,-8190,-8190
1738,1738,0,1,-6,6
1739,1739,0,1,8190,8190
1740,1740,0,1,-6,6
1741,1741,0,1,-8190,-8190
1742,1742,0,1,6,-6
1743,1743,0,1,8190,8190
1744,1744,0,1,-6,-6
1745,1745,0,1,-8190,-8190
1746,1746,0,1,6,6
1747,1747,0,1,8190,8190
1748,1748,0,1,-6,-6
1749,1749,0,1,-8190,-8190
1750,1750,0,1,-6,6
1751,1751,0,1,8190,8190
1752,1752,0,1,6,-6
1753,1753,0,1,-8190,-8190
1754,1754,0,1,-6,-6
1755,1755,0,1,8190,8190
1756,1756,0,1,6,6
1757,1757,0,1,-8190,-8190
1758,1758,0,1,6,-6
1759,1759,0,1,8190,8190
1760,1760,0,1,6,6
1761,1761,0,1,-8190,-8190
1762,1762,0,1,-6,6
1763,1763,0,1,8190,8190
1764,1764,0,1,6,6
1765,1765,0,1,-8190,-8190
1766,1766,0,1,6,-6
1767,1767,0,1,8190,8190
1768,1768,0,1,-6,6
1769,1769,0,1,-8190,-8190
1770,1770,0,1,6,6
1771,1771,0,1,8190,8190
1772,1772,0,1,-6,-6
1773,1773,0,1,-8190,-8190
1774,1774,0,1,-6,6
1775,1775,0,1,8190,8190
1776,1776,0,1,-6,-6
1777,1777,0,1,-8190,-8190
1778,1778,0,1,6,-6
1779,1779,0,1,8190,8190
1780,1780,0,1,6,-6
1781,1781,0,1,-8190,-8190
1782,1782,0,1,-6,6
1783,1783,0,1,8190,8190
1784,1784,0,1,-6,6
1785,1785,0,1,-8190,-8190
1786,1786,0,1,6,-6
1787,1787,0,1,8190,8190
1788,1788,0,1,6,-6
1789,1789,0,1,-8190,-8190
1790,1790,0,1,6,6
1791,1791,0,1,8190,8190
1792,1792,0,1,-6,6
1793,1793,0,1,-8190,-8190
1794,1794,0,1,-6,6
1795,1795,0,1,8190,8190
1796,1796,0,1,-6,-6
1797,1797,0,1,-8190,-8190
1798,1798,0,1,-6,-6
1799,1799,0,1,8190,8190
1800,1800,0,1,6,-6
1801,1801,0,1,-8190,-8190
1802,1802,0,1,6,-6
1803,1803,0,1,8190,8190
1804,1804,0,1,6,6
1805,1805,0,1,-8190,-8190
1806,1806,0,1,6,6
1807,1807,0,1,8190,8190
1808,1808,0,1,-6,6
1809,1809,0,1,-8190,-8190
1810,1810,0,1,6,6
1811,1811,0,1,8190,8190
1812,1812,0,1,6,-6
1813,1813,0,1,-8190,-8190
1814,1814,0,1,-6,6
1815,1815,0,1,8190,8190
1816,1816,0,1,-6,6
1817,1817,0,1,-8190,-8190
1818,1818,0,1,6,-6
1819,1819,0,1,8190,8190
1820,1820,0,1,-6,-6
1821,1821,0,1,-8190,-8190
1822,1822,0,1,6,6
1823,1823,0,1,8190,8190
1824,1824,0,1,6,-6
1825,1825,0,1,-8190,-8190
1826,1826,0,1,-6,6
1827,1827,0,1,8190,8190
1828,1828,0,1,-6,6
1829,1829,0,1,-8190,-8190
1830,1830,0,1,6,-6
1831,1831,0,1,8190,8190
1832,1832,0,1,6,-6
1833,1833,0,1,-8190,-8190
1834,1834,0,1,-6,6
1835,1835,0,1,8190,8190
1836,1836,0,1,6,6
1837,1837,0,1,-8190,-8190
1838,1838,0,1,6,-6
1839,1839,0,1,8190,8190
1840,1840,0,1,-6,6
1841,1841,0,1,-8190,-8190
1842,1842,0,1,6,6
1843,1843,0,1,8190,8190
1844,1844,0,1,6,-6
1845,1845,0,1,-8190,-8190
1846,1846,0,1,6,6
1847,1847,0,1,8190,8190
1848,1848,0,1,-6,6
1849,1849,0,1,-8190,-8190
1850,1850,0,1,6,6
1851,1851,0,1,8190,8190
1852,1852,0,1,6,-6
